,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Fuel_Efficiency,Engine,Power,Seats,New_Price,Price,Annual_Km_Driven,Age
662,686,Honda City V MT,Chennai,2014,55000,1,0,First,16.8,1497.0,116.3,5.0,20.48,7.1,5000.0,11
663,687,Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,1,0,First,13.14,1798.0,160.0,5.0,20.48,6.0,3552.87,15
664,688,Maruti Vitara Brezza LDi Option,Pune,2017,38000,0,0,First,24.3,1248.0,88.5,5.0,20.48,7.99,4750.0,8
665,689,Hyundai i20 Asta,Bangalore,2009,64000,1,0,Second,17.0,1197.0,80.0,5.0,20.48,4.1,4000.0,16
666,690,Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,1,1,First,24.07,998.0,67.1,5.0,20.48,3.95,3132.25,8
667,691,Hyundai EON Era Plus,Kochi,2016,36700,1,0,First,21.1,814.0,55.2,5.0,20.48,4.38,4077.78,9
668,692,Hyundai i10 Sportz,Mumbai,2011,35000,1,0,First,20.36,1197.0,78.9,5.0,20.48,2.75,2500.0,14
669,693,Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,1,1,First,18.1,3498.0,306.0,2.0,20.48,55.54,2525.78,9
670,694,Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,0,1,First,18.53,1968.0,187.74,5.0,20.48,29.0,4363.64,11
671,695,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,0,0,First,22.77,1498.0,98.59,5.0,20.48,6.6,5173.67,12
672,696,Volkswagen Passat Highline DSG,Kolkata,2012,39273,0,1,First,14.3,1968.0,140.0,5.0,20.48,6.99,3021.0,13
673,697,Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,0,0,First,13.68,2393.0,147.8,7.0,26.45,18.75,8099.75,8
674,698,Ford Figo Diesel ZXI,Jaipur,2010,100002,0,0,Third,20.0,1399.0,68.0,5.0,20.48,1.28,6666.8,15
675,699,Chevrolet Aveo 1.4,Pune,2006,78000,1,0,Third,14.49,1399.0,92.7,5.0,20.48,1.2,4105.26,19
676,700,Maruti Ritz LXi,Coimbatore,2013,57717,1,0,First,18.5,1197.0,85.8,5.0,20.48,4.31,4809.75,12
677,701,Land Rover Freelander 2 SE,Chennai,2011,109000,0,1,First,12.39,2179.0,147.51,5.0,20.48,16.5,7785.71,14
678,702,Hyundai Grand i10 Asta,Coimbatore,2017,74515,1,0,First,18.9,1197.0,82.0,5.0,20.48,5.64,9314.38,8
679,703,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,0,1,First,10.91,3198.0,197.2,7.0,20.48,31.12,6310.5,8
680,704,Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,0,1,First,12.8,1968.0,167.6,5.0,20.48,25.46,1121.0,12
681,705,Hyundai Verna 1.6 VTVT,Kochi,2017,37688,1,0,First,17.01,1591.0,121.3,5.0,20.48,7.88,4711.0,8
682,706,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,0,1,First,13.0,2143.0,204.0,5.0,20.48,36.0,4250.0,8
683,707,Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,0,1,First,0.0,2987.0,165.0,5.0,20.48,30.0,10909.09,11
684,708,Maruti Swift Dzire ZXi,Pune,2008,64000,1,0,Second,17.5,1298.0,85.8,5.0,20.48,2.85,3764.71,17
685,709,Honda City 1.3 EXI S,Delhi,2011,100000,1,0,First,13.0,1343.0,90.0,5.0,20.48,3.5,7142.86,14
686,710,Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,0,0,First,20.46,1461.0,83.8,5.0,20.48,7.5,6818.18,11
687,711,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,0,1,First,14.84,2143.0,170.0,5.0,20.48,19.0,6615.38,13
688,712,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,0,1,First,15.97,2993.0,258.0,5.0,20.48,54.0,6900.0,10
689,713,Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,1,0,First,19.1,1197.0,82.0,5.0,20.48,4.7,4172.1,10
690,714,Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,1,1,First,22.0,1197.0,81.8,5.0,10.34,8.5,1625.0,8
691,715,BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,0,1,First,16.07,1995.0,181.0,4.0,20.48,17.0,3249.83,12
692,716,Maruti Alto 800 LXI,Kochi,2017,54250,1,0,First,22.74,796.0,47.3,5.0,20.48,3.51,6781.25,8
693,717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,0,1,Second,17.11,1968.0,174.33,5.0,20.48,19.5,3831.58,12
694,718,Mini Cooper S,Pune,2012,37000,1,1,Second,13.6,1598.0,181.0,4.0,20.48,17.0,2846.15,13
695,719,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,0,1,Second,12.07,2967.0,241.4,7.0,20.48,43.35,4698.3,10
696,720,Chevrolet Beat Diesel LT,Bangalore,2012,40700,0,0,First,25.44,936.0,57.6,5.0,20.48,2.65,3130.77,13
697,721,Maruti Wagon R LXI BS IV,Kochi,2015,43828,1,0,First,20.51,998.0,67.04,5.0,20.48,3.52,4382.8,10
698,722,Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,0,0,First,19.01,1461.0,108.5,5.0,20.48,6.25,5888.89,9
699,723,BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,0,1,First,18.88,1995.0,184.0,5.0,20.48,24.75,10000.0,10
700,724,Maruti Swift Dzire VXI,Mumbai,2015,19000,1,0,First,20.85,1197.0,83.14,5.0,20.48,5.25,1900.0,10
701,725,Skoda Yeti Elegance 4X2,Jaipur,2016,84000,0,0,First,17.72,1968.0,108.5,5.0,20.48,11.0,9333.33,9
702,726,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,1,1,First,15.63,1499.0,110.4,5.0,20.48,9.1,5375.71,7
703,727,Hyundai i20 1.2 Magna,Chennai,2010,67714,1,0,First,18.5,1197.0,80.0,5.0,20.48,3.25,4514.27,15
704,728,Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,0,0,First,15.0,1248.0,88.5,5.0,20.48,8.5,4000.0,8
705,729,Hyundai Verna Transform VTVT,Pune,2010,51000,1,0,First,16.2,1599.0,103.2,5.0,20.48,3.1,3400.0,15
706,730,BMW 3 Series 320d Luxury Line,Kochi,2015,58390,0,1,First,18.88,1995.0,184.0,5.0,20.48,19.86,5839.0,10
707,731,Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,0,0,First,24.0,1186.0,73.97,5.0,7.46,4.9,1750.0,8
708,732,Honda City i-VTEC V,Delhi,2014,55818,1,0,Second,17.4,1497.0,117.3,5.0,11.85,5.7,5074.36,11
709,733,Maruti Swift 1.3 VXi,Chennai,2006,97800,1,0,Third,16.1,1197.0,113.80314403717087,5.0,20.48,1.75,5147.37,19
710,734,Maruti Swift VDI BSIV,Kolkata,2012,52241,0,0,First,25.2,1248.0,74.0,5.0,20.48,2.9,4018.54,13
711,735,Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,0,0,First,27.39,1248.0,74.0,5.0,20.48,7.83,3633.29,7
712,736,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,0,0,First,14.0,2179.0,138.1,7.0,20.48,8.15,4061.1,10
713,737,Hyundai Accent GLS,Bangalore,2008,72000,1,0,Second,13.2,1495.0,94.0,5.0,20.48,2.0,4235.29,17
714,738,Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,0,0,First,25.2,1248.0,74.0,5.0,20.48,6.25,6070.11,9
715,740,Tata Nano XTA,Coimbatore,2016,24941,1,1,First,21.9,624.0,37.48,4.0,20.48,3.19,2771.22,9
716,741,Maruti Ertiga VDI,Ahmedabad,2017,63939,0,0,First,25.47,1248.0,88.5,7.0,10.41,7.75,7992.38,8
717,742,Maruti Celerio VXI AMT,Delhi,2014,35214,1,1,Second,23.1,998.0,67.04,5.0,5.57,3.2,3201.27,11
718,743,Maruti Swift VDI BSIV,Delhi,2015,63000,0,0,First,25.2,1248.0,74.0,5.0,20.48,4.9,6300.0,10
719,744,Volkswagen Vento Petrol Highline,Kochi,2012,121377,1,0,First,15.04,1598.0,103.6,5.0,20.48,3.8,9336.69,13
720,745,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,0,1,First,15.5,1896.0,105.0,5.0,20.48,4.0,6310.62,16
721,746,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,0,1,Second,20.7,1496.0,113.98,5.0,42.48,23.5,5454.55,11
722,747,Tata Indica V2 DLS,Chennai,2008,77650,0,0,First,17.2,1396.0,53.5,5.0,20.48,1.15,4567.65,17
723,749,Land Rover Range Rover 3.0 D,Mumbai,2008,55001,0,1,Second,0.0,1197.0,113.80314403717087,5.0,20.48,26.5,3235.35,17
724,750,Honda City i-VTEC CVT VX,Bangalore,2015,18955,1,1,First,18.0,1497.0,117.3,5.0,16.04,10.65,1895.5,10
725,751,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,0,1,First,16.36,2179.0,187.7,5.0,20.48,35.68,5319.67,9
726,752,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,0,1,First,15.0,2143.0,204.0,5.0,20.48,31.94,5421.0,8
727,753,Chevrolet Cruze LTZ,Chennai,2011,73000,0,0,Third,18.3,1991.0,147.9,5.0,20.48,4.2,5214.29,14
728,754,Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,0,0,First,15.1,2179.0,140.0,7.0,20.48,9.9,7200.7,10
729,755,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,1,1,First,11.74,1796.0,186.0,5.0,20.48,15.46,5161.64,11
730,756,Honda Jazz VX,Kochi,2018,20024,1,0,First,18.2,1199.0,88.7,5.0,9.1,8.46,2860.57,7
731,757,Toyota Etios G,Kolkata,2013,42103,1,0,First,16.78,1496.0,88.73,5.0,20.48,3.25,3508.58,12
732,758,Maruti Alto LXi BSIII,Hyderabad,2012,67147,1,0,First,19.7,796.0,46.3,5.0,20.48,2.6,5165.15,13
733,759,Maruti Swift VXI BSIV,Coimbatore,2016,37806,1,0,First,20.4,1197.0,81.8,5.0,20.48,5.2,4200.67,9
734,760,Maruti A-Star Vxi,Pune,2009,85000,1,0,Third,19.0,998.0,66.1,5.0,20.48,1.8,5312.5,16
735,761,Tata Nano Lx BSIV,Chennai,2011,35000,1,0,First,25.4,624.0,37.48,4.0,20.48,1.6,2500.0,14
736,762,Ford Figo Titanium Diesel,Kolkata,2015,72035,0,0,First,25.5,1498.0,99.0,5.0,7.65,2.5,7203.5,10
737,763,Fiat Linea Emotion,Jaipur,2011,48500,1,0,First,16.0,1368.0,90.0,5.0,20.48,2.5,3464.29,14
738,764,Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,1,0,First,18.16,1196.0,86.8,5.0,20.48,6.7,3606.75,8
739,765,Maruti Baleno LXI,Hyderabad,2005,92450,1,0,First,15.4,1590.0,94.0,5.0,20.48,1.2,4622.5,20
740,766,BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,0,1,First,18.88,1995.0,184.0,5.0,20.48,35.55,1594.56,9
741,767,Chevrolet Cruze LTZ,Jaipur,2017,51087,0,0,First,17.9,1998.0,163.7,5.0,20.48,7.75,6385.88,8
742,768,Mahindra Scorpio 2.6 DX,Chennai,2005,50000,0,0,First,12.7,2609.0,116.6,8.0,20.48,1.94,2500.0,20
743,769,Tata Indica V2 eLS,Hyderabad,2016,73000,0,0,First,25.0,1396.0,69.0,5.0,20.48,2.2,8111.11,9
744,770,Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,0,1,First,18.1,1991.0,147.9,4.0,20.48,3.8,4285.71,14
745,771,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,0,0,First,12.8,2494.0,102.0,8.0,20.48,15.65,5555.56,9
746,772,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,0,1,First,19.27,2143.0,167.62,5.0,20.48,39.47,5256.71,7
747,773,Maruti Ritz VXi,Kolkata,2011,50000,1,0,Second,18.5,1197.0,85.8,5.0,20.48,1.5,3571.43,14
748,774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,0,0,First,12.8,2494.0,102.0,8.0,20.48,8.85,7833.33,12
749,775,Toyota Fortuner 4x4 MT,Bangalore,2013,74000,0,0,Second,12.55,2982.0,168.5,7.0,20.48,17.9,6166.67,12
750,776,Hyundai i10 Sportz AT,Coimbatore,2014,41016,1,1,Second,16.95,1197.0,78.9,5.0,20.48,5.08,3728.73,11
751,777,Hyundai Verna 1.6 SX,Bangalore,2012,67000,0,0,First,22.32,1582.0,126.32,5.0,20.48,6.25,5153.85,13
752,778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,0,1,First,15.73,1968.0,174.33,5.0,20.48,22.75,7692.7,10
753,779,Chevrolet Beat LS,Kolkata,2010,17088,1,0,First,18.6,1199.0,79.4,5.0,20.48,1.46,1139.2,15
754,780,Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,0,0,Second,17.8,1399.0,68.0,5.0,20.48,2.05,6267.11,18
755,781,Ford Figo Diesel EXI,Coimbatore,2014,74980,0,0,First,20.0,1399.0,68.0,5.0,20.48,4.08,6816.36,11
756,782,Maruti Celerio VXI AT,Hyderabad,2014,44600,1,1,First,23.1,998.0,67.04,5.0,20.48,4.55,4054.55,11
757,783,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,0,1,First,20.0,2143.0,107.3,5.0,20.48,14.0,3083.33,12
758,784,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,1,0,First,15.8,1591.0,121.3,5.0,13.74,10.9,2333.33,9
759,785,Maruti Wagon R VXI BS IV,Bangalore,2010,81245,1,0,First,18.9,998.0,67.1,5.0,20.48,2.45,5416.33,15
760,786,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,0,1,First,10.0,2148.0,170.0,5.0,20.48,15.8,5833.33,12
761,787,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,1,0,First,18.88,1499.0,110.4,5.0,20.48,8.25,502.25,8
762,788,Renault Koleos 2.0 Diesel,Delhi,2013,70000,0,1,Second,13.73,1995.0,148.0,5.0,20.48,8.5,5833.33,12
763,789,Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,0,0,First,16.0,2179.0,140.0,7.0,20.48,15.54,6281.33,9
764,790,Maruti Omni E 8 Str STD,Hyderabad,2013,26875,1,0,First,16.8,796.0,34.2,8.0,20.48,2.35,2239.58,12
765,791,Maruti Wagon R VXI,Coimbatore,2015,72599,1,0,First,22.5,998.0,67.04,5.0,5.72,4.32,7259.9,10
766,792,Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,0,0,Second,13.1,2499.0,141.0,7.0,20.48,3.9,12058.82,17
767,793,Hyundai Verna 1.6 SX,Hyderabad,2011,98000,0,0,Second,22.32,1582.0,126.32,5.0,20.48,5.2,7000.0,14
768,794,Hyundai i20 Magna 1.2,Mumbai,2018,19500,1,0,First,18.6,1197.0,81.83,5.0,20.48,5.85,2785.71,7
769,795,Maruti Ertiga ZXI,Bangalore,2013,68000,1,0,Second,16.02,1373.0,93.7,7.0,20.48,6.25,5666.67,12
770,796,Mahindra XUV500 W9 AT,Coimbatore,2019,19654,0,1,First,14.0,2179.0,155.0,7.0,21.33,17.63,3275.67,6
771,797,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,0,0,First,23.65,1248.0,88.5,5.0,20.48,9.75,3250.0,8
772,798,Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,1,1,First,18.1,3498.0,306.0,2.0,20.48,55.0,1000.0,10
773,799,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,0,0,First,22.07,1199.0,73.9,5.0,20.48,4.1,5358.57,14
774,800,Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,0,0,First,12.55,2982.0,168.5,7.0,20.48,11.99,11214.29,14
775,801,Mahindra XUV500 W10 2WD,Kochi,2017,43773,0,0,First,16.0,2179.0,140.0,7.0,20.48,13.54,5471.62,8
776,802,Mercedes-Benz GLE 250d,Mumbai,2016,21000,0,1,First,17.9,2143.0,201.15,5.0,78.76,56.0,2333.33,9
777,803,Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,1,0,First,18.7,1199.0,88.7,5.0,20.48,6.5,2586.67,9
778,804,Maruti Swift Dzire VDI,Pune,2013,88000,0,0,First,23.4,1248.0,74.0,5.0,20.48,4.75,7333.33,12
779,805,Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,1,0,First,17.01,1591.0,121.3,5.0,20.48,5.6,6090.91,11
780,806,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,0,1,First,10.91,3198.0,197.0,7.0,20.48,29.2,7454.5,8
781,807,Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,1,0,First,18.6,1197.0,81.83,5.0,20.48,6.35,1571.43,7
782,808,Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,1,0,First,16.8,1497.0,116.3,5.0,20.48,4.95,5055.75,12
783,809,Honda Amaze VX Diesel,Hyderabad,2018,12000,0,0,First,27.4,1498.0,98.6,5.0,10.34,8.5,1714.29,7
784,810,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,1,0,First,17.1,1591.0,121.3,5.0,20.48,4.5,2916.67,12
785,811,Honda Mobilio S i DTEC,Chennai,2015,65000,0,0,First,24.2,1498.0,98.6,7.0,20.48,5.5,6500.0,10
786,812,Maruti Ertiga ZDI,Kochi,2013,39929,0,0,First,20.77,1248.0,88.8,7.0,20.48,6.56,3327.42,12
787,813,Maruti Alto K10 LXI,Pune,2014,49000,1,0,First,24.07,998.0,67.1,5.0,4.29,2.3,4454.55,11
788,814,Toyota Qualis FS B2,Pune,2004,77757,0,0,Second,13.1,2446.0,75.0,10.0,20.48,3.5,3702.71,21
789,815,Hyundai i10 Sportz,Kochi,2016,21456,1,0,First,20.36,1197.0,78.9,5.0,20.48,4.55,2384.0,9
790,816,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,0,1,Second,17.0,1896.0,105.0,5.0,20.48,7.75,4625.0,16
791,817,Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,1,0,Second,18.6,1197.0,81.83,5.0,20.48,5.25,3700.0,10
792,818,BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,0,1,First,11.5,2993.0,235.0,5.0,20.48,23.29,9053.33,12
793,819,BMW 3 Series 320d M Sport,Mumbai,2016,38000,0,1,First,22.69,1995.0,190.0,5.0,20.48,23.99,4222.22,9
794,820,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,1,0,First,14.49,1399.0,92.7,5.0,20.48,1.79,5333.33,15
795,821,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,0,1,Second,14.21,2143.0,203.0,5.0,20.48,13.9,3357.14,14
796,822,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,0,1,First,17.68,1968.0,174.33,5.0,20.48,18.95,2583.33,12
797,823,Maruti Wagon R LXI BS IV,Kolkata,2014,40000,1,0,First,20.51,998.0,67.04,5.0,20.48,2.49,3636.36,11
798,824,Renault KWID RXT,Jaipur,2016,4152,1,0,First,25.17,799.0,53.3,5.0,20.48,3.15,461.33,9
799,825,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,0,0,First,21.66,1498.0,108.62,5.0,10.04,6.45,6375.0,8
800,826,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,0,0,First,22.07,1199.0,73.9,5.0,20.48,4.25,4583.33,12
801,827,Maruti Alto 800 LXI,Hyderabad,2014,58500,1,0,First,22.74,796.0,47.3,5.0,20.48,2.75,5318.18,11
802,828,Hyundai i20 Asta Option 1.2,Kochi,2017,58620,1,0,First,18.6,1197.0,81.83,5.0,20.48,7.14,7327.5,8
803,830,Hyundai i20 1.2 Sportz,Jaipur,2012,71172,1,0,Third,17.0,1197.0,80.0,5.0,20.48,3.5,5474.77,13
804,831,Hyundai i20 1.4 Asta,Chennai,2017,12000,0,0,First,22.54,1396.0,88.73,5.0,20.48,7.3,1500.0,8
805,832,Maruti Wagon R LXI Optional,Kolkata,2014,25000,1,0,First,20.51,998.0,67.04,5.0,20.48,2.75,2272.73,11
806,833,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,0,0,Second,22.54,1396.0,88.73,5.0,20.48,8.2,5375.0,8
807,834,Volkswagen Polo GT TSI,Mumbai,2015,57022,1,1,First,17.21,1197.0,103.6,5.0,20.48,6.51,5702.2,10
808,835,Ford Figo Diesel Titanium,Pune,2015,92000,0,0,First,20.0,1399.0,68.05,5.0,20.48,4.25,9200.0,10
809,836,Maruti Swift ZXI,Coimbatore,2014,33372,1,0,Second,18.6,1197.0,85.8,5.0,20.48,6.21,3033.82,11
810,837,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,0,0,First,24.0,1120.0,70.0,5.0,20.48,4.58,5847.22,9
811,838,Mahindra Xylo H4,Chennai,2016,215000,0,0,First,14.02,2179.0,118.3,7.0,11.67,7.5,23888.89,9
812,840,Hyundai i10 Magna 1.1,Coimbatore,2014,60138,1,0,First,19.81,1086.0,68.05,5.0,20.48,4.09,5467.09,11
813,841,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,0,1,First,19.3,1968.0,141.0,5.0,20.48,10.75,7636.36,11
814,842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,0,1,First,15.97,2993.0,258.0,7.0,20.48,41.5,4272.73,11
815,843,Maruti Celerio VXI AT,Hyderabad,2014,33450,1,1,First,23.1,998.0,67.04,5.0,20.48,4.4,3040.91,11
816,844,Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,0,0,Second,20.54,1598.0,103.6,5.0,20.48,6.25,10416.67,12
817,845,BMW 3 Series 320d Highline,Pune,2011,99606,0,1,Second,16.07,1995.0,181.0,5.0,20.48,10.5,7114.71,14
818,846,Maruti Ertiga ZDI,Mumbai,2014,64000,0,0,First,20.77,1248.0,88.8,7.0,20.48,7.25,5818.18,11
819,847,Ford Figo Diesel ZXI,Hyderabad,2013,51000,0,0,First,20.0,1399.0,68.05,5.0,20.48,3.2,4250.0,12
820,848,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,1,0,First,16.47,1198.0,74.0,5.0,20.48,3.95,5181.82,11
821,849,Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,0,1,Second,16.77,2967.0,241.38,5.0,20.48,12.07,3002.5,16
822,850,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,0,0,First,13.68,2393.0,147.8,7.0,25.52,18.6,5400.0,8
823,851,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,0,1,First,22.32,1582.0,126.3,5.0,20.48,5.7,5500.0,12
824,852,Hyundai Santro Xing GL Plus,Kolkata,2013,31000,1,0,First,17.92,1086.0,62.1,5.0,20.48,1.75,2583.33,12
825,853,Audi A4 2.0 TDI,Delhi,2011,46000,0,1,Second,16.55,1968.0,147.51,5.0,20.48,10.99,3285.71,14
826,854,Audi A4 2.0 TDI,Kolkata,2012,47346,0,1,First,16.55,1968.0,147.51,5.0,20.48,14.5,3642.0,13
827,855,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,0,0,First,17.0,1896.0,105.0,5.0,20.48,3.11,6250.0,16
828,856,Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856,1,1,First,13.7,1997.0,153.86,5.0,20.48,13.96,6385.6,10
829,857,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,0,0,First,22.32,1582.0,126.32,5.0,20.48,7.11,7299.6,10
830,858,Honda Mobilio RS i DTEC,Chennai,2014,23000,0,0,First,24.5,1498.0,98.6,7.0,20.48,6.9,2090.91,11
831,859,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,1,0,First,18.6,1197.0,81.83,5.0,20.48,7.77,2283.57,7
832,860,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,0,0,Second,12.8,2494.0,102.0,8.0,20.48,5.5,7000.0,14
833,861,Hyundai i20 Magna 1.2,Hyderabad,2014,70089,1,0,First,18.6,1197.0,81.83,5.0,20.48,5.35,6371.73,11
834,862,Mahindra Bolero VLX BS IV,Chennai,2011,99000,0,0,Second,13.6,2523.0,63.0,7.0,20.48,4.5,7071.43,14
835,863,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,0,0,First,20.34,1498.0,103.2,5.0,20.48,4.75,6545.45,11
836,864,Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,0,1,First,16.36,2179.0,187.7,5.0,20.48,32.8,4419.4,10
837,865,Maruti Zen LXi - BS III,Mumbai,2005,102000,1,0,First,17.3,993.0,60.0,5.0,20.48,0.7,5100.0,20
838,866,Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,0,1,First,13.0,2987.0,258.0,5.0,20.48,50.29,8093.14,7
839,867,Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,0,0,Second,11.5,2982.0,171.0,7.0,20.48,10.99,2776.67,15
840,868,Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,1,1,First,18.9,1197.0,82.0,5.0,20.48,5.57,6171.7,10
841,869,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,0,0,First,25.4,1186.0,73.97,5.0,8.56,5.9,3614.57,7
842,870,Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,1,0,First,15.29,1591.0,121.3,5.0,20.48,9.43,5224.0,9
843,871,Hyundai i10 Sportz,Bangalore,2010,69000,1,0,First,20.36,1197.0,78.9,5.0,20.48,2.9,4600.0,15
844,872,Honda Brio S MT,Delhi,2016,32700,1,0,First,19.4,1198.0,86.8,5.0,20.48,3.68,3633.33,9
845,873,Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,0,1,First,12.55,2982.0,168.5,7.0,20.48,21.67,10133.7,10
846,874,Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,0,1,First,16.55,1968.0,140.0,5.0,20.48,12.5,4214.29,14
847,875,Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,0,1,First,11.36,2755.0,171.5,7.0,27.0,19.92,5962.29,7
848,876,Honda City i DTEC VX,Jaipur,2014,71649,0,0,First,25.1,1498.0,98.6,5.0,20.48,6.75,6513.55,11
849,877,Honda City i DTEC VX,Kochi,2015,80606,0,0,First,25.1,1498.0,98.6,5.0,20.48,6.96,8060.6,10
850,878,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,1,0,First,21.7,999.0,67.0,5.0,4.78,3.25,7907.75,8
851,879,Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,0,0,First,28.4,1248.0,74.0,5.0,20.48,8.65,779.43,7
852,880,Maruti Celerio VXI Optional AMT,Pune,2017,7500,1,1,First,23.1,998.0,67.04,5.0,6.14,5.0,937.5,8
853,881,Mahindra XUV500 W8 2WD,Delhi,2011,66000,0,0,First,15.1,2179.0,140.0,7.0,20.48,5.5,4714.29,14
854,882,Hyundai i10 Magna,Jaipur,2010,66770,1,0,Second,20.36,1197.0,78.9,5.0,20.48,2.6,4451.33,15
